,Age,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
365,46,0,0,1144,7,4,1,487,3,30,3,2,3,5258,16044,2,0,14,3,3,0,7,2,4,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
366,41,1,2,143,4,3,1,488,1,56,3,2,2,9355,9558,1,0,18,3,3,0,8,5,3,8,7,7,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
367,50,0,1,1046,10,3,1,491,4,100,2,3,4,10496,2755,6,0,15,3,4,0,20,2,3,4,3,1,3,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
368,40,1,1,575,22,2,1,492,3,68,2,2,3,6380,6110,2,1,12,3,1,2,8,6,3,6,4,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
369,31,0,1,408,9,4,1,493,3,42,2,1,2,2657,7551,0,1,16,3,4,0,3,5,3,2,2,2,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
370,21,1,1,156,12,3,1,494,3,90,4,1,2,2716,25422,1,0,15,3,4,0,1,0,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
371,29,0,1,1283,23,3,1,495,4,54,3,1,4,2201,18168,9,0,16,3,4,0,6,4,3,3,2,1,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
372,35,0,1,755,9,4,1,496,3,97,2,2,2,6540,19394,9,0,19,3,3,0,10,5,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
373,27,0,1,1469,1,2,1,497,4,82,3,1,2,3816,17881,1,0,11,3,2,1,5,2,3,5,2,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
374,28,0,1,304,9,4,1,498,2,92,3,2,4,5253,20750,1,0,16,3,4,0,7,1,3,7,5,0,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
375,49,0,1,1261,7,3,1,499,2,31,2,3,3,10965,12066,8,0,24,4,3,0,26,2,3,5,2,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
376,51,0,1,1178,14,2,1,500,3,87,3,2,4,4936,14862,4,0,11,3,3,1,18,2,2,7,7,0,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
377,36,0,1,329,2,3,1,501,4,96,3,1,3,2543,11868,4,0,13,3,2,1,6,3,3,2,2,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
378,34,1,0,1362,19,3,1,502,1,67,4,2,4,5304,4652,8,1,13,3,2,0,9,3,2,5,2,0,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
379,55,0,1,1311,2,3,1,505,3,97,3,4,4,16659,23258,2,1,13,3,3,0,30,2,3,5,4,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
380,24,0,1,1371,10,4,1,507,4,77,3,2,3,4260,5915,1,1,12,3,4,1,5,2,4,5,2,0,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
381,30,0,1,202,2,1,1,508,3,72,3,1,2,2476,17434,1,0,18,3,1,1,1,3,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
382,26,1,2,575,3,1,1,510,3,73,3,1,1,3102,6582,0,0,22,4,3,0,7,2,3,6,4,0,4,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
383,22,0,1,253,11,3,1,511,1,43,3,1,2,2244,24440,1,0,13,3,4,1,2,1,3,2,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
384,36,0,1,164,2,2,1,513,2,61,2,3,3,7596,3809,1,0,13,3,2,2,10,2,3,10,9,9,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
385,30,1,2,464,4,3,1,514,3,40,3,1,4,2285,3427,9,1,23,4,3,0,3,4,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
386,37,0,1,1107,14,3,1,515,4,95,3,1,1,3034,26914,1,0,12,3,3,1,18,2,2,18,7,12,17,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
387,40,0,1,759,2,2,1,516,4,46,3,2,2,5715,22553,7,0,12,3,3,2,8,5,3,5,4,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
388,42,0,1,201,1,4,1,517,2,95,3,1,1,2576,20490,3,0,16,3,2,1,8,5,3,5,2,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
389,37,0,1,1305,10,4,1,518,3,49,3,2,2,4197,21123,2,1,12,3,4,0,18,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
390,43,0,1,982,12,3,1,520,1,59,2,4,2,14336,4345,1,0,11,3,3,1,25,3,3,25,10,3,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
391,40,0,1,555,2,3,1,521,2,78,2,2,3,3448,13436,6,0,22,4,2,1,20,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
392,54,0,1,821,5,2,1,522,1,86,3,5,1,19406,8509,4,0,11,3,3,1,24,4,2,4,2,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
393,34,0,0,1381,4,4,1,523,3,72,3,2,3,6538,12740,9,0,15,3,1,1,6,3,3,3,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
394,31,0,1,480,7,2,1,524,2,31,3,2,1,4306,4156,1,0,12,3,2,1,13,5,1,13,10,3,12,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
395,43,0,2,313,21,3,1,525,4,61,3,1,4,2258,15238,7,0,20,4,1,1,8,1,3,3,2,1,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
396,43,0,1,1473,8,4,1,526,3,74,3,2,3,4522,2227,4,1,14,3,4,0,8,3,3,5,2,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
397,25,0,1,891,4,2,1,527,2,99,2,2,4,4487,12090,1,1,11,3,2,0,5,3,3,5,4,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
398,37,0,0,1063,25,5,1,529,2,72,3,2,3,4449,23866,3,1,15,3,1,2,15,2,3,13,11,10,7,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
399,31,0,1,329,1,2,1,530,4,98,2,1,1,2218,16193,1,0,12,3,3,1,4,3,3,4,2,3,2,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
400,39,0,2,1218,1,1,1,531,2,52,3,5,3,19197,8213,1,1,14,3,3,1,21,3,3,21,8,1,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
401,56,0,2,906,6,3,1,532,3,86,4,4,1,13212,18256,9,0,11,3,4,3,36,0,2,7,7,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
402,30,0,1,1082,12,3,1,533,2,83,3,2,3,6577,19558,0,0,11,3,2,0,6,6,3,5,4,4,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
403,41,0,1,645,1,3,1,534,2,49,4,3,1,8392,19566,1,0,16,3,3,1,10,2,3,10,7,0,7,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
404,28,0,1,1300,17,2,1,536,3,79,3,2,1,4558,13535,1,0,12,3,4,1,10,2,3,10,0,1,8,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
405,25,1,1,688,3,3,1,538,1,91,3,1,1,4031,9396,5,0,13,3,3,1,6,5,3,2,2,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
406,52,0,1,319,3,3,1,543,4,39,2,3,3,7969,19609,2,1,14,3,3,0,28,4,3,5,4,0,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
407,45,0,1,192,10,2,1,544,1,69,3,1,4,2654,9655,3,0,21,4,4,2,8,3,2,2,2,0,2,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
408,52,0,1,1490,4,2,1,546,4,30,3,4,4,16555,10310,2,0,13,3,4,0,31,2,1,5,2,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
409,42,0,2,532,29,2,1,547,1,92,3,2,3,4556,12932,2,0,11,3,2,1,19,3,3,5,4,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
410,30,0,1,317,2,3,1,548,3,43,1,2,4,6091,24793,2,0,20,4,3,0,11,2,3,5,4,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
411,60,0,1,422,7,3,1,549,1,41,3,5,1,19566,3854,5,0,11,3,4,0,33,5,1,29,8,11,10,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
412,46,0,1,1485,18,3,1,550,3,87,3,2,3,4810,26314,2,0,14,3,3,1,19,5,2,10,7,0,8,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
413,42,0,2,1368,28,4,1,551,4,88,2,2,4,4523,4386,0,0,11,3,4,3,7,4,4,6,5,0,4,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0
414,24,1,1,1448,1,1,1,554,1,62,3,1,2,3202,21972,1,1,16,3,2,0,6,4,3,5,3,1,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1
415,34,1,2,296,6,2,1,555,4,33,1,1,3,2351,12253,0,0,16,3,4,1,3,3,2,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
416,38,0,2,1490,2,2,1,556,4,42,3,1,4,1702,12106,1,1,23,4,3,1,1,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
417,40,0,1,1398,2,4,1,558,3,79,3,5,3,18041,13022,0,0,14,3,4,0,21,2,3,20,15,1,12,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
418,26,0,1,1349,23,3,1,560,1,90,3,1,4,2886,3032,1,0,22,4,2,2,3,3,1,3,2,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
419,30,0,0,1400,3,3,1,562,3,53,3,1,4,2097,16734,4,0,15,3,3,1,9,3,1,5,3,1,4,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
420,29,0,1,986,3,4,1,564,2,93,2,3,3,11935,21526,1,0,18,3,3,0,10,2,3,10,2,0,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
421,29,1,1,408,25,5,1,565,3,71,2,1,2,2546,18300,5,0,16,3,2,0,6,2,4,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
422,19,1,1,489,2,2,1,566,1,52,2,1,4,2564,18437,1,0,12,3,3,0,1,3,4,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
423,30,0,0,1398,22,4,1,567,3,69,3,3,1,8412,2890,0,0,11,3,3,0,10,3,3,9,8,7,8,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
424,57,0,1,210,29,3,1,568,1,56,2,4,4,14118,22102,3,0,12,3,3,1,32,3,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
425,50,0,1,1099,29,4,1,569,2,88,2,4,3,17046,9314,0,0,15,3,2,1,28,2,3,27,10,15,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
426,30,0,0,1116,2,3,1,571,3,49,3,1,4,2564,7181,0,0,14,3,3,0,12,2,2,11,7,6,7,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
427,60,0,2,1499,28,3,1,573,3,80,2,3,1,10266,2845,4,0,19,3,4,0,22,5,4,18,13,13,11,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
428,47,0,1,983,2,2,1,574,1,65,3,2,4,5070,7389,5,0,13,3,3,3,20,2,3,5,0,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
429,46,0,1,1009,2,3,1,575,1,51,3,4,3,17861,2288,6,0,13,3,3,0,26,2,1,3,2,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
430,35,0,1,144,22,3,1,577,4,46,1,1,3,4230,19225,0,0,15,3,3,0,6,2,3,5,4,4,3,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
431,54,0,1,548,8,4,1,578,3,42,3,2,3,3780,23428,7,0,11,3,3,0,19,3,3,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
432,34,0,1,1303,2,4,1,579,4,62,2,1,3,2768,8416,3,0,12,3,3,1,14,3,3,7,3,5,7,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
433,46,0,1,1125,10,3,1,580,3,94,2,3,4,9071,11563,2,1,19,3,3,1,15,3,3,3,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
434,31,0,1,1274,9,1,1,581,3,33,3,3,2,10648,14394,1,0,25,4,4,1,13,6,4,13,8,0,8,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
435,33,1,1,1277,15,1,1,582,2,56,3,3,3,13610,24619,7,1,12,3,4,0,15,2,4,7,6,7,7,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
436,33,1,1,587,10,1,1,584,1,38,1,1,4,3408,6705,7,0,13,3,1,3,8,2,3,4,3,1,3,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
437,30,0,1,413,7,1,1,585,4,57,3,1,2,2983,18398,0,0,14,3,1,0,4,3,3,3,2,1,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
438,35,0,1,1276,16,3,1,586,4,72,3,3,3,7632,14295,4,1,12,3,3,0,10,2,3,8,7,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
439,31,1,2,534,20,3,1,587,1,66,3,3,3,9824,22908,3,0,12,3,1,0,12,2,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
440,34,1,2,988,23,3,1,590,2,43,3,3,1,9950,11533,9,1,15,3,3,3,11,2,3,3,2,0,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
441,42,0,2,1474,5,2,1,591,2,97,3,1,3,2093,9260,4,0,17,3,4,1,8,4,3,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
442,36,0,0,635,10,4,1,592,2,32,3,3,4,9980,15318,1,0,14,3,4,0,10,3,2,10,3,9,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
443,22,1,2,1368,4,1,1,593,3,99,2,1,3,3894,9129,5,0,16,3,3,0,4,3,3,2,2,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
444,48,0,1,163,2,5,1,595,2,37,3,2,4,4051,19658,2,0,14,3,1,1,14,2,3,9,7,6,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
445,55,0,1,1117,18,5,1,597,1,83,3,4,2,16835,9873,3,0,23,4,4,0,37,2,3,10,9,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
446,41,0,0,267,10,2,1,599,4,56,3,2,4,6230,13430,7,0,14,3,4,0,16,3,3,14,3,1,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
447,35,0,1,619,1,3,1,600,2,85,3,2,3,4717,18659,9,0,11,3,3,0,15,2,3,11,9,6,9,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
448,40,0,1,302,6,3,1,601,2,75,3,4,3,13237,20364,7,0,15,3,3,0,22,3,3,20,6,5,13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
449,39,0,2,443,8,1,1,602,3,48,3,1,3,3755,17872,1,0,11,3,1,1,8,3,3,8,3,0,7,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
450,31,0,1,828,2,1,1,604,2,77,3,2,4,6582,8346,4,1,13,3,3,0,10,2,4,6,5,0,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
451,42,0,1,319,24,3,1,605,4,56,3,3,1,7406,6950,1,1,21,4,4,1,10,5,2,10,9,5,8,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
452,45,0,1,561,2,3,1,606,4,61,3,2,2,4805,16177,0,0,19,3,2,1,9,3,4,8,7,3,7,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
453,26,1,2,426,17,4,1,608,2,58,3,1,3,2741,22808,0,1,11,3,2,1,8,2,2,7,7,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
454,29,0,1,232,19,3,1,611,4,34,3,2,4,4262,22645,4,0,12,3,2,2,8,2,4,3,2,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0
455,33,0,1,922,1,5,1,612,1,95,4,4,3,16184,22578,4,0,19,3,3,1,10,2,3,6,1,0,5,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
456,31,0,1,688,7,3,1,613,3,44,2,3,4,11557,25291,9,0,21,4,3,1,10,3,2,5,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
457,18,1,2,1306,5,3,1,614,2,69,3,1,2,1878,8059,1,1,14,3,4,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
458,40,0,0,1094,28,3,1,615,3,58,1,3,1,10932,11373,3,0,15,3,3,1,20,2,3,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
459,41,0,0,509,2,4,1,616,1,62,2,2,3,6811,2112,2,1,17,3,1,0,10,3,3,8,7,0,7,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
460,26,0,1,775,29,2,1,618,1,45,3,2,3,4306,4267,5,0,12,3,1,2,8,5,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
461,35,0,1,195,1,3,1,620,1,80,3,2,3,4859,6698,1,0,16,3,4,0,5,3,3,5,4,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
462,34,0,1,258,21,4,1,621,4,74,4,2,4,5337,19921,1,0,12,3,4,0,10,3,3,10,7,5,7,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
463,26,1,1,471,24,3,1,622,3,66,1,1,4,2340,23213,1,1,18,3,2,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
464,37,0,1,799,1,3,1,623,2,59,3,3,4,7491,23848,4,0,17,3,4,0,12,3,4,6,5,1,2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
465,46,0,2,1034,18,1,1,624,1,86,3,3,3,10527,8984,5,0,11,3,4,0,28,3,2,2,2,1,2,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
466,41,0,1,1276,2,5,1,625,2,91,3,4,1,16595,5626,7,0,16,3,2,1,22,2,3,18,16,11,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
467,37,0,0,142,9,4,1,626,1,69,3,3,2,8834,24666,1,0,13,3,4,1,9,6,3,9,5,7,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
468,52,0,1,956,6,2,1,630,4,78,3,2,1,5577,22087,3,1,12,3,2,2,18,3,3,10,9,6,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
469,32,1,0,1474,11,4,1,631,4,60,4,2,3,4707,23914,8,0,12,3,4,0,6,2,3,4,2,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
470,24,0,2,535,24,3,1,632,4,38,3,1,4,2400,5530,0,0,13,3,3,2,3,3,3,2,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
471,38,0,1,1495,10,3,1,634,3,76,3,2,3,9824,22174,3,0,19,3,3,1,18,4,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
472,37,0,1,446,1,4,1,635,2,65,3,2,2,6447,15701,6,0,12,3,2,1,8,2,2,6,5,4,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
473,49,0,1,1245,18,4,1,638,4,58,2,5,3,19502,2125,1,1,17,3,3,1,31,5,3,31,9,0,9,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
474,24,0,1,691,23,3,1,639,2,89,4,1,4,2725,21630,1,1,11,3,2,2,6,3,3,6,5,1,4,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
475,26,0,1,703,28,2,1,641,1,66,3,2,2,6272,7428,1,0,20,4,4,2,6,5,4,5,3,1,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
476,24,0,1,823,17,2,1,643,4,94,2,1,2,2127,9100,1,0,21,4,4,1,1,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
477,50,0,2,1246,3,3,1,644,1,99,3,5,2,18200,7999,1,0,11,3,3,1,32,2,3,32,5,10,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
478,25,0,1,622,13,1,1,645,2,40,3,1,3,2096,26376,1,0,11,3,3,0,7,1,3,7,4,0,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
479,24,1,2,1287,7,3,1,647,1,55,3,1,3,2886,14168,1,1,16,3,4,1,6,4,3,6,3,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
480,30,1,2,448,12,4,1,648,2,74,2,1,1,2033,14470,1,0,18,3,3,1,1,2,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
481,34,0,1,254,1,2,1,649,2,83,2,1,4,3622,22794,1,1,13,3,4,1,6,3,3,6,5,1,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
482,31,1,1,1365,13,4,1,650,2,46,3,2,1,4233,11512,2,0,17,3,3,0,9,2,1,3,1,1,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
483,35,0,1,538,25,2,1,652,1,54,2,2,4,3681,14004,4,0,14,3,4,0,9,3,3,3,2,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
484,31,0,1,525,6,4,1,653,1,66,4,2,4,5460,6219,4,0,22,4,4,2,13,4,4,7,7,5,7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
485,27,0,1,798,6,4,1,655,1,66,2,1,3,2187,5013,0,0,12,3,3,2,6,5,2,5,3,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
486,37,0,1,558,2,3,1,656,4,75,3,2,3,9602,3010,4,1,11,3,3,1,17,3,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
487,20,0,1,959,1,3,1,657,4,83,2,1,2,2836,11757,1,0,13,3,4,0,1,0,4,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
488,42,0,1,622,2,4,1,659,3,81,3,2,4,4089,5718,1,0,13,3,2,2,10,4,3,10,2,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
489,43,0,1,782,6,4,1,661,2,50,2,4,4,16627,2671,4,1,14,3,3,1,21,3,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
490,38,0,1,362,1,1,1,662,3,43,3,1,1,2619,14561,3,0,17,3,4,0,8,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
491,43,0,2,1001,9,5,1,663,4,72,3,2,3,5679,19627,3,1,13,3,2,1,10,3,3,8,7,4,7,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
