,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Female,Gender_Male,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Attrition
651,47.0,1.0,249.0,2.0,2.0,1.0,903.0,3.0,35.0,3.0,2.0,4.0,4537.0,17783.0,0.0,1.0,22.0,4.0,1.0,80.0,1.0,8.0,2.0,3.0,7.0,6.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
652,37.0,0.0,1252.0,19.0,2.0,1.0,904.0,1.0,32.0,3.0,3.0,2.0,7642.0,4814.0,1.0,1.0,13.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
653,50.0,0.0,881.0,2.0,4.0,1.0,905.0,1.0,98.0,3.0,4.0,1.0,17924.0,4544.0,1.0,0.0,11.0,3.0,4.0,80.0,1.0,31.0,3.0,3.0,31.0,6.0,14.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
654,39.0,1.0,1383.0,2.0,3.0,1.0,909.0,4.0,42.0,2.0,2.0,4.0,5204.0,7790.0,8.0,0.0,11.0,3.0,3.0,80.0,2.0,13.0,2.0,3.0,5.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
655,33.0,1.0,1075.0,3.0,2.0,1.0,910.0,4.0,57.0,3.0,1.0,2.0,2277.0,22650.0,3.0,1.0,11.0,3.0,3.0,80.0,1.0,7.0,4.0,4.0,4.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
656,32.0,1.0,374.0,25.0,4.0,1.0,911.0,1.0,87.0,3.0,1.0,4.0,2795.0,18016.0,1.0,1.0,24.0,4.0,3.0,80.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
657,29.0,1.0,1086.0,7.0,1.0,1.0,912.0,1.0,62.0,2.0,1.0,4.0,2532.0,6054.0,6.0,0.0,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
658,44.0,1.0,661.0,9.0,2.0,1.0,913.0,2.0,61.0,3.0,1.0,1.0,2559.0,7508.0,1.0,1.0,13.0,3.0,4.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
659,28.0,1.0,821.0,5.0,4.0,1.0,916.0,1.0,98.0,3.0,2.0,4.0,4908.0,24252.0,1.0,0.0,14.0,3.0,2.0,80.0,0.0,4.0,3.0,3.0,4.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
660,58.0,2.0,781.0,2.0,1.0,1.0,918.0,4.0,57.0,2.0,1.0,4.0,2380.0,13384.0,9.0,1.0,14.0,3.0,4.0,80.0,1.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
661,43.0,1.0,177.0,8.0,3.0,1.0,920.0,1.0,55.0,3.0,2.0,2.0,4765.0,23814.0,4.0,0.0,21.0,4.0,3.0,80.0,1.0,4.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
662,20.0,1.0,500.0,2.0,3.0,1.0,922.0,3.0,49.0,2.0,1.0,3.0,2044.0,22052.0,1.0,0.0,13.0,3.0,4.0,80.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
663,21.0,1.0,1427.0,18.0,1.0,1.0,923.0,4.0,65.0,3.0,1.0,4.0,2693.0,8870.0,1.0,0.0,19.0,3.0,1.0,80.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
664,36.0,1.0,1425.0,14.0,1.0,1.0,924.0,3.0,68.0,3.0,2.0,4.0,6586.0,4821.0,0.0,1.0,17.0,3.0,1.0,80.0,1.0,17.0,2.0,2.0,16.0,8.0,4.0,11.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
665,47.0,1.0,1454.0,2.0,4.0,1.0,925.0,4.0,65.0,2.0,1.0,4.0,3294.0,13137.0,1.0,1.0,18.0,3.0,1.0,80.0,0.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
666,22.0,1.0,617.0,3.0,1.0,1.0,926.0,2.0,34.0,3.0,2.0,3.0,4171.0,10022.0,0.0,1.0,19.0,3.0,1.0,80.0,1.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
667,41.0,1.0,1085.0,2.0,4.0,1.0,927.0,2.0,57.0,1.0,1.0,4.0,2778.0,17725.0,4.0,1.0,13.0,3.0,3.0,80.0,1.0,10.0,1.0,2.0,7.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
668,28.0,1.0,995.0,9.0,3.0,1.0,930.0,3.0,77.0,3.0,1.0,3.0,2377.0,9834.0,5.0,0.0,18.0,3.0,2.0,80.0,1.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
669,39.0,1.0,1122.0,6.0,3.0,1.0,932.0,4.0,70.0,3.0,1.0,1.0,2404.0,4303.0,7.0,1.0,21.0,4.0,4.0,80.0,0.0,8.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
670,27.0,1.0,618.0,4.0,3.0,1.0,933.0,2.0,76.0,3.0,1.0,3.0,2318.0,17808.0,1.0,0.0,19.0,3.0,3.0,80.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
671,34.0,1.0,546.0,10.0,3.0,1.0,934.0,2.0,83.0,3.0,1.0,2.0,2008.0,6896.0,1.0,0.0,14.0,3.0,2.0,80.0,2.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
672,42.0,1.0,462.0,14.0,2.0,1.0,936.0,3.0,68.0,2.0,2.0,3.0,6244.0,7824.0,7.0,0.0,17.0,3.0,1.0,80.0,0.0,10.0,6.0,3.0,5.0,4.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
673,33.0,1.0,1198.0,1.0,4.0,1.0,939.0,3.0,100.0,2.0,1.0,1.0,2799.0,3339.0,3.0,1.0,11.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
674,58.0,1.0,1272.0,5.0,3.0,1.0,940.0,3.0,37.0,2.0,3.0,2.0,10552.0,9255.0,2.0,1.0,13.0,3.0,4.0,80.0,1.0,24.0,3.0,3.0,6.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
675,31.0,1.0,154.0,7.0,4.0,1.0,941.0,2.0,41.0,2.0,1.0,3.0,2329.0,11737.0,3.0,0.0,15.0,3.0,2.0,80.0,0.0,13.0,2.0,4.0,7.0,7.0,5.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
676,35.0,1.0,1137.0,21.0,1.0,1.0,942.0,4.0,51.0,3.0,2.0,4.0,4014.0,19170.0,1.0,1.0,25.0,4.0,4.0,80.0,1.0,10.0,2.0,1.0,10.0,6.0,0.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
677,49.0,1.0,527.0,8.0,2.0,1.0,944.0,1.0,51.0,3.0,3.0,2.0,7403.0,22477.0,4.0,0.0,11.0,3.0,3.0,80.0,1.0,29.0,3.0,2.0,26.0,9.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
678,48.0,1.0,1469.0,20.0,4.0,1.0,945.0,4.0,51.0,3.0,1.0,3.0,2259.0,5543.0,4.0,0.0,17.0,3.0,1.0,80.0,2.0,13.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
679,31.0,0.0,1188.0,20.0,2.0,1.0,947.0,4.0,45.0,3.0,2.0,3.0,6932.0,24406.0,1.0,0.0,13.0,3.0,4.0,80.0,1.0,9.0,2.0,2.0,9.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
680,36.0,1.0,188.0,7.0,4.0,1.0,949.0,2.0,65.0,3.0,1.0,4.0,4678.0,23293.0,2.0,0.0,18.0,3.0,3.0,80.0,0.0,8.0,6.0,3.0,6.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
681,38.0,1.0,1333.0,1.0,3.0,1.0,950.0,4.0,80.0,3.0,3.0,1.0,13582.0,16292.0,1.0,0.0,13.0,3.0,2.0,80.0,1.0,15.0,3.0,3.0,15.0,12.0,5.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
682,32.0,0.0,1184.0,1.0,3.0,1.0,951.0,3.0,70.0,2.0,1.0,2.0,2332.0,3974.0,6.0,0.0,20.0,4.0,3.0,80.0,0.0,5.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
683,25.0,1.0,867.0,19.0,2.0,1.0,952.0,3.0,36.0,2.0,1.0,2.0,2413.0,18798.0,1.0,1.0,18.0,3.0,3.0,80.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
684,40.0,1.0,658.0,10.0,4.0,1.0,954.0,1.0,67.0,2.0,3.0,2.0,9705.0,20652.0,2.0,0.0,12.0,3.0,2.0,80.0,1.0,11.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
685,26.0,2.0,1283.0,1.0,3.0,1.0,956.0,3.0,52.0,2.0,2.0,1.0,4294.0,11148.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
686,41.0,1.0,263.0,6.0,3.0,1.0,957.0,4.0,59.0,3.0,1.0,1.0,4721.0,3119.0,2.0,1.0,13.0,3.0,3.0,80.0,0.0,20.0,3.0,3.0,18.0,13.0,2.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
687,36.0,1.0,938.0,2.0,4.0,1.0,958.0,3.0,79.0,3.0,1.0,3.0,2519.0,12287.0,4.0,0.0,21.0,4.0,3.0,80.0,0.0,16.0,6.0,3.0,11.0,8.0,3.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
688,19.0,1.0,419.0,21.0,3.0,1.0,959.0,4.0,37.0,2.0,1.0,2.0,2121.0,9947.0,1.0,1.0,13.0,3.0,2.0,80.0,0.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
689,20.0,1.0,129.0,4.0,3.0,1.0,960.0,1.0,84.0,3.0,1.0,1.0,2973.0,13008.0,1.0,0.0,19.0,3.0,2.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
690,31.0,1.0,616.0,12.0,3.0,1.0,961.0,4.0,41.0,3.0,2.0,4.0,5855.0,17369.0,0.0,1.0,11.0,3.0,3.0,80.0,2.0,10.0,2.0,1.0,9.0,7.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
691,40.0,2.0,1469.0,9.0,4.0,1.0,964.0,4.0,35.0,3.0,1.0,2.0,3617.0,25063.0,8.0,1.0,14.0,3.0,4.0,80.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
692,32.0,1.0,498.0,3.0,4.0,1.0,966.0,3.0,93.0,3.0,2.0,1.0,6725.0,13554.0,1.0,0.0,12.0,3.0,3.0,80.0,1.0,8.0,2.0,4.0,8.0,7.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
693,36.0,1.0,530.0,3.0,1.0,1.0,967.0,3.0,51.0,2.0,3.0,4.0,10325.0,5518.0,1.0,1.0,11.0,3.0,1.0,80.0,1.0,16.0,6.0,3.0,16.0,7.0,3.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
694,33.0,1.0,1069.0,1.0,3.0,1.0,969.0,2.0,42.0,2.0,2.0,4.0,6949.0,12291.0,0.0,0.0,14.0,3.0,1.0,80.0,0.0,6.0,3.0,3.0,5.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
695,37.0,1.0,625.0,1.0,4.0,1.0,970.0,1.0,46.0,2.0,3.0,3.0,10609.0,14922.0,5.0,0.0,11.0,3.0,3.0,80.0,0.0,17.0,2.0,1.0,14.0,1.0,11.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
696,45.0,0.0,805.0,4.0,2.0,1.0,972.0,3.0,57.0,3.0,2.0,2.0,4447.0,23163.0,1.0,0.0,12.0,3.0,2.0,80.0,0.0,9.0,5.0,2.0,9.0,7.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
697,29.0,2.0,1404.0,20.0,3.0,1.0,974.0,3.0,84.0,3.0,1.0,4.0,2157.0,18203.0,1.0,0.0,15.0,3.0,2.0,80.0,1.0,3.0,5.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
698,35.0,1.0,1219.0,18.0,3.0,1.0,975.0,3.0,86.0,3.0,2.0,3.0,4601.0,6179.0,1.0,0.0,16.0,3.0,2.0,80.0,0.0,5.0,3.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0
699,52.0,1.0,1053.0,1.0,2.0,1.0,976.0,4.0,70.0,3.0,4.0,4.0,17099.0,13829.0,2.0,0.0,15.0,3.0,2.0,80.0,1.0,26.0,2.0,2.0,9.0,8.0,7.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
700,58.0,1.0,289.0,2.0,3.0,1.0,977.0,4.0,51.0,3.0,1.0,3.0,2479.0,26227.0,4.0,0.0,24.0,4.0,1.0,80.0,0.0,7.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
701,53.0,1.0,1376.0,2.0,2.0,1.0,981.0,3.0,45.0,3.0,4.0,3.0,14852.0,13938.0,6.0,0.0,13.0,3.0,3.0,80.0,1.0,22.0,3.0,4.0,17.0,13.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
702,30.0,1.0,231.0,8.0,2.0,1.0,982.0,3.0,62.0,3.0,3.0,3.0,7264.0,9977.0,5.0,0.0,11.0,3.0,1.0,80.0,1.0,10.0,2.0,4.0,8.0,4.0,7.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
703,38.0,0.0,152.0,10.0,3.0,1.0,983.0,3.0,85.0,3.0,2.0,4.0,5666.0,19899.0,1.0,1.0,13.0,3.0,2.0,80.0,0.0,6.0,1.0,3.0,5.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
704,35.0,1.0,882.0,3.0,4.0,1.0,984.0,4.0,92.0,3.0,3.0,4.0,7823.0,6812.0,6.0,0.0,13.0,3.0,2.0,80.0,1.0,12.0,2.0,3.0,10.0,9.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
705,39.0,1.0,903.0,2.0,5.0,1.0,985.0,1.0,41.0,4.0,3.0,3.0,7880.0,2560.0,0.0,0.0,18.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,8.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0
706,40.0,0.0,1479.0,24.0,3.0,1.0,986.0,2.0,100.0,4.0,4.0,2.0,13194.0,17071.0,4.0,1.0,16.0,3.0,4.0,80.0,0.0,22.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1
707,47.0,2.0,1379.0,16.0,4.0,1.0,987.0,3.0,64.0,4.0,2.0,3.0,5067.0,6759.0,1.0,1.0,19.0,3.0,3.0,80.0,0.0,20.0,3.0,4.0,19.0,10.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
708,36.0,0.0,1229.0,8.0,4.0,1.0,990.0,1.0,84.0,3.0,2.0,4.0,5079.0,25952.0,4.0,0.0,13.0,3.0,4.0,80.0,2.0,12.0,3.0,3.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0
709,31.0,0.0,335.0,9.0,2.0,1.0,991.0,3.0,46.0,2.0,1.0,1.0,2321.0,10322.0,0.0,1.0,22.0,4.0,1.0,80.0,0.0,4.0,0.0,3.0,3.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
710,33.0,0.0,722.0,17.0,3.0,1.0,992.0,4.0,38.0,3.0,4.0,3.0,17444.0,20489.0,1.0,0.0,11.0,3.0,4.0,80.0,0.0,10.0,2.0,3.0,10.0,8.0,6.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
711,29.0,1.0,906.0,10.0,3.0,1.0,994.0,4.0,92.0,2.0,1.0,1.0,2404.0,11479.0,6.0,1.0,20.0,4.0,3.0,80.0,0.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
712,33.0,1.0,461.0,13.0,1.0,1.0,995.0,2.0,53.0,3.0,1.0,4.0,3452.0,17241.0,3.0,0.0,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
713,45.0,1.0,974.0,1.0,4.0,1.0,996.0,4.0,91.0,3.0,1.0,4.0,2270.0,11005.0,3.0,0.0,14.0,3.0,4.0,80.0,2.0,8.0,2.0,3.0,5.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
714,50.0,1.0,1126.0,1.0,2.0,1.0,997.0,4.0,66.0,3.0,4.0,4.0,17399.0,6615.0,9.0,0.0,22.0,4.0,3.0,80.0,1.0,32.0,1.0,2.0,5.0,4.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
